COM,REG,DEP,TNCC,NCC,NCCENR
59403,32,59,0,MILLONFOSSE,Millonfosse
59405,32,59,0,MOEUVRES,Mœuvres
59406,32,59,0,MONCEAU SAINT WAAST,Monceau-Saint-Waast
59407,32,59,0,MONCHAUX SUR ECAILLON,Monchaux-sur-Écaillon
59408,32,59,0,MONCHEAUX,Moncheaux
59409,32,59,0,MONCHECOURT,Monchecourt
59410,32,59,0,MONS EN BAROEUL,Mons-en-Barœul
59411,32,59,0,MONS EN PEVELE,Mons-en-Pévèle
59412,32,59,0,MONTAY,Montay
59413,32,59,0,MONTIGNY EN CAMBRESIS,Montigny-en-Cambrésis
59414,32,59,0,MONTIGNY EN OSTREVENT,Montigny-en-Ostrevent
59415,32,59,0,MONTRECOURT,Montrécourt
59416,32,59,0,MORBECQUE,Morbecque
59418,32,59,0,MORTAGNE DU NORD,Mortagne-du-Nord
59419,32,59,0,MOUCHIN,Mouchin
59420,32,59,0,MOUSTIER EN FAGNE,Moustier-en-Fagne
59421,32,59,0,MOUVAUX,Mouvaux
59422,32,59,0,NAVES,Naves
59423,32,59,0,NEUF BERQUIN,Neuf-Berquin
59424,32,59,0,NEUF MESNIL,Neuf-Mesnil
59425,32,59,0,NEUVILLE EN AVESNOIS,Neuville-en-Avesnois
59426,32,59,0,NEUVILLE EN FERRAIN,Neuville-en-Ferrain
59427,32,59,3,NEUVILLE,Neuville
59428,32,59,0,NEUVILLE SAINT REMY,Neuville-Saint-Rémy
59429,32,59,0,NEUVILLE SUR ESCAUT,Neuville-sur-Escaut
59430,32,59,0,NEUVILLY,Neuvilly
59431,32,59,0,NIEPPE,Nieppe
59432,32,59,0,NIERGNIES,Niergnies
59433,32,59,0,NIEURLET,Nieurlet
59434,32,59,0,NIVELLE,Nivelle
59435,32,59,0,NOMAIN,Nomain
59436,32,59,0,NOORDPEENE,Noordpeene
59437,32,59,0,NOYELLES LES SECLIN,Noyelles-lès-Seclin
59438,32,59,0,NOYELLES SUR ESCAUT,Noyelles-sur-Escaut
59439,32,59,0,NOYELLES SUR SAMBRE,Noyelles-sur-Sambre
59440,32,59,0,NOYELLES SUR SELLE,Noyelles-sur-Selle
59441,32,59,1,OBIES,Obies
59442,32,59,1,OBRECHIES,Obrechies
59443,32,59,1,OCHTEZEELE,Ochtezeele
59444,32,59,1,ODOMEZ,Odomez
59445,32,59,1,OHAIN,Ohain
59446,32,59,1,OISY,Oisy
59447,32,59,1,ONNAING,Onnaing
59448,32,59,1,OOST CAPPEL,Oost-Cappel
59449,32,59,1,ORCHIES,Orchies
59450,32,59,1,ORS,Ors
59451,32,59,1,ORSINVAL,Orsinval
59452,32,59,1,OSTRICOURT,Ostricourt
59453,32,59,1,OUDEZEELE,Oudezeele
59454,32,59,1,OXELAERE,Oxelaëre
59455,32,59,0,PAILLENCOURT,Paillencourt
59456,32,59,0,PECQUENCOURT,Pecquencourt
59457,32,59,0,PERENCHIES,Pérenchies
59458,32,59,0,PERONNE EN MELANTOIS,Péronne-en-Mélantois
59459,32,59,0,PETITE FORET,Petite-Forêt
59461,32,59,0,PETIT FAYT,Petit-Fayt
59462,32,59,0,PHALEMPIN,Phalempin
59463,32,59,0,PITGAM,Pitgam
59464,32,59,0,POIX DU NORD,Poix-du-Nord
59465,32,59,0,POMMEREUIL,Pommereuil
59466,32,59,0,PONT A MARCQ,Pont-à-Marcq
59467,32,59,0,PONT SUR SAMBRE,Pont-sur-Sambre
59468,32,59,0,POTELLE,Potelle
59469,32,59,0,PRADELLES,Pradelles
59470,32,59,0,PREMESQUES,Prémesques
59471,32,59,0,PRESEAU,Préseau
59472,32,59,0,PREUX AU BOIS,Preux-au-Bois
59473,32,59,0,PREUX AU SART,Preux-au-Sart
59474,32,59,0,PRISCHES,Prisches
59475,32,59,0,PROUVY,Prouvy
59476,32,59,0,PROVILLE,Proville
59477,32,59,0,PROVIN,Provin
59478,32,59,0,QUAEDYPRE,Quaëdypre
59479,32,59,0,QUAROUBLE,Quarouble
59480,32,59,0,QUERENAING,Quérénaing
59481,32,59,2,QUESNOY,Quesnoy
59482,32,59,0,QUESNOY SUR DEULE,Quesnoy-sur-Deûle
59483,32,59,0,QUIEVELON,Quiévelon
59484,32,59,0,QUIEVRECHAIN,Quiévrechain
59485,32,59,0,QUIEVY,Quiévy
59486,32,59,0,RACHES,Râches
59487,32,59,0,RADINGHEM EN WEPPES,Radinghem-en-Weppes
59488,32,59,0,RAILLENCOURT SAINTE OLLE,Raillencourt-Sainte-Olle
59489,32,59,0,RAIMBEAUCOURT,Raimbeaucourt
59490,32,59,0,RAINSARS,Rainsars
59491,32,59,0,RAISMES,Raismes
59492,32,59,0,RAMILLIES,Ramillies
59493,32,59,0,RAMOUSIES,Ramousies
59494,32,59,0,RAUCOURT AU BOIS,Raucourt-au-Bois
59495,32,59,0,RECQUIGNIES,Recquignies
59496,32,59,0,REJET DE BEAULIEU,Rejet-de-Beaulieu
59497,32,59,0,RENESCURE,Renescure
59498,32,59,0,REUMONT,Reumont
59499,32,59,0,REXPOEDE,Rexpoëde
59500,32,59,0,RIBECOURT LA TOUR,Ribécourt-la-Tour
59501,32,59,0,RIEULAY,Rieulay
59502,32,59,0,RIEUX EN CAMBRESIS,Rieux-en-Cambrésis
59503,32,59,0,ROBERSART,Robersart
59504,32,59,0,ROEULX,Rœulx
59505,32,59,0,ROMBIES ET MARCHIPONT,Rombies-et-Marchipont
59506,32,59,0,ROMERIES,Romeries
59507,32,59,0,RONCHIN,Ronchin
59508,32,59,0,RONCQ,Roncq
59509,32,59,0,ROOST WARENDIN,Roost-Warendin
59511,32,59,0,ROSULT,Rosult
59512,32,59,0,ROUBAIX,Roubaix
59513,32,59,0,ROUCOURT,Roucourt
59514,32,59,0,ROUSIES,Rousies
59515,32,59,0,ROUVIGNIES,Rouvignies
59516,32,59,0,RUBROUCK,Rubrouck
59517,32,59,4,RUES DES VIGNES,Rues-des-Vignes
59518,32,59,0,RUESNES,Ruesnes
59519,32,59,0,RUMEGIES,Rumegies
59520,32,59,0,RUMILLY EN CAMBRESIS,Rumilly-en-Cambrésis
59521,32,59,0,SAILLY LEZ CAMBRAI,Sailly-lez-Cambrai
59522,32,59,0,SAILLY LEZ LANNOY,Sailly-lez-Lannoy
59523,32,59,0,SAINGHIN EN MELANTOIS,Sainghin-en-Mélantois
59524,32,59,0,SAINGHIN EN WEPPES,Sainghin-en-Weppes
59525,32,59,0,SAINS DU NORD,Sains-du-Nord
59526,32,59,0,SAINT AMAND LES EAUX,Saint-Amand-les-Eaux
59527,32,59,0,SAINT ANDRE LEZ LILLE,Saint-André-lez-Lille
59528,32,59,0,SAINT AUBERT,Saint-Aubert
59529,32,59,0,SAINT AUBIN,Saint-Aubin
59530,32,59,0,SAINT AYBERT,Saint-Aybert
59531,32,59,0,SAINT BENIN,Saint-Benin
59532,32,59,0,SAINT GEORGES SUR L AA,Saint-Georges-sur-l'Aa
59533,32,59,0,SAINT HILAIRE LEZ CAMBRAI,Saint-Hilaire-lez-Cambrai
59534,32,59,0,SAINT HILAIRE SUR HELPE,Saint-Hilaire-sur-Helpe
59535,32,59,0,SAINT JANS CAPPEL,Saint-Jans-Cappel
59536,32,59,0,SAINTE MARIE CAPPEL,Sainte-Marie-Cappel
59537,32,59,0,SAINT MARTIN SUR ECAILLON,Saint-Martin-sur-Écaillon
59538,32,59,0,SAINT MOMELIN,Saint-Momelin
59539,32,59,0,SAINT PIERRE BROUCK,Saint-Pierre-Brouck
59541,32,59,0,SAINT PYTHON,Saint-Python
59542,32,59,0,SAINT REMY CHAUSSEE,Saint-Remy-Chaussée
59543,32,59,0,SAINT REMY DU NORD,Saint-Remy-du-Nord
59544,32,59,0,SAINT SAULVE,Saint-Saulve
59545,32,59,0,SAINT SOUPLET,Saint-Souplet
59546,32,59,0,SAINT SYLVESTRE CAPPEL,Saint-Sylvestre-Cappel
59547,32,59,0,SAINT VAAST EN CAMBRESIS,Saint-Vaast-en-Cambrésis
59548,32,59,0,SAINT WAAST,Saint-Waast
59549,32,59,0,SALESCHES,Salesches
59550,32,59,0,SALOME,Salomé
59551,32,59,0,SAMEON,Saméon
59552,32,59,0,SANCOURT,Sancourt
59553,32,59,0,SANTES,Santes
59554,32,59,0,SARS ET ROSIERES,Sars-et-Rosières
59555,32,59,0,SARS POTERIES,Sars-Poteries
59556,32,59,0,SASSEGNIES,Sassegnies
59557,32,59,0,SAULTAIN,Saultain
59558,32,59,0,SAULZOIR,Saulzoir
59559,32,59,0,SEBOURG,Sebourg
59560,32,59,0,SECLIN,Seclin
59562,32,59,0,SEMERIES,Sémeries
59563,32,59,0,SEMOUSIES,Semousies
59564,32,59,3,SENTINELLE,Sentinelle
59565,32,59,0,SEPMERIES,Sepmeries
59566,32,59,0,SEQUEDIN,Sequedin
59567,32,59,0,SERANVILLERS FORENVILLE,Séranvillers-Forenville
59568,32,59,0,SERCUS,Sercus
59569,32,59,0,SIN LE NOBLE,Sin-le-Noble
59570,32,59,0,SOCX,Socx
59571,32,59,0,SOLESMES,Solesmes
59572,32,59,0,SOLRE LE CHATEAU,Solre-le-Château
59573,32,59,0,SOLRINNES,Solrinnes
59574,32,59,0,SOMAIN,Somain
59575,32,59,0,SOMMAING,Sommaing
59576,32,59,0,SPYCKER,Spycker
59577,32,59,0,STAPLE,Staple
59578,32,59,0,STEENBECQUE,Steenbecque
59579,32,59,0,STEENE,Steene
59580,32,59,0,STEENVOORDE,Steenvoorde
59581,32,59,0,STEENWERCK,Steenwerck
59582,32,59,0,STRAZEELE,Strazeele
59583,32,59,0,TAISNIERES EN THIERACHE,Taisnières-en-Thiérache
59584,32,59,0,TAISNIERES SUR HON,Taisnières-sur-Hon
59585,32,59,0,TEMPLEMARS,Templemars
59586,32,59,0,TEMPLEUVE EN PEVELE,Templeuve-en-Pévèle
59587,32,59,0,TERDEGHEM,Terdeghem
59588,32,59,0,TETEGHEM COUDEKERQUE VILLAGE,Téteghem-Coudekerque-Village
59589,32,59,0,THIANT,Thiant
59590,32,59,0,THIENNES,Thiennes
59591,32,59,0,THIVENCELLE,Thivencelle
59592,32,59,0,THUMERIES,Thumeries
59593,32,59,0,THUN L EVEQUE,Thun-l'Évêque
59594,32,59,0,THUN SAINT AMAND,Thun-Saint-Amand
59595,32,59,0,THUN SAINT MARTIN,Thun-Saint-Martin
59596,32,59,0,TILLOY LEZ MARCHIENNES,Tilloy-lez-Marchiennes
59597,32,59,0,TILLOY LEZ CAMBRAI,Tilloy-lez-Cambrai
59598,32,59,0,TOUFFLERS,Toufflers
59599,32,59,0,TOURCOING,Tourcoing
59600,32,59,0,TOURMIGNIES,Tourmignies
59601,32,59,0,TRELON,Trélon
59602,32,59,0,TRESSIN,Tressin
59603,32,59,0,TRITH SAINT LEGER,Trith-Saint-Léger
59604,32,59,0,TROISVILLES,Troisvilles
59605,32,59,1,UXEM,Uxem
59606,32,59,0,VALENCIENNES,Valenciennes
59607,32,59,0,VENDEGIES AU BOIS,Vendegies-au-Bois
59608,32,59,0,VENDEGIES SUR ECAILLON,Vendegies-sur-Écaillon
59609,32,59,0,VENDEVILLE,Vendeville
59610,32,59,0,VERCHAIN MAUGRE,Verchain-Maugré
59611,32,59,0,VERLINGHEM,Verlinghem
59612,32,59,0,VERTAIN,Vertain
59613,32,59,0,VICQ,Vicq
59614,32,59,0,VIESLY,Viesly
59615,32,59,0,VIEUX BERQUIN,Vieux-Berquin
59616,32,59,0,VIEUX CONDE,Vieux-Condé
59617,32,59,0,VIEUX MESNIL,Vieux-Mesnil
59618,32,59,0,VIEUX RENG,Vieux-Reng
59619,32,59,0,VILLEREAU,Villereau
59620,32,59,0,VILLERS AU TERTRE,Villers-au-Tertre
59622,32,59,0,VILLERS EN CAUCHIES,Villers-en-Cauchies
59623,32,59,0,VILLERS GUISLAIN,Villers-Guislain
59624,32,59,0,VILLERS OUTREAUX,Villers-Outréaux
59625,32,59,0,VILLERS PLOUICH,Villers-Plouich
59626,32,59,0,VILLERS POL,Villers-Pol
59627,32,59,0,VILLERS SIRE NICOLE,Villers-Sire-Nicole
59628,32,59,0,VOLCKERINCKHOVE,Volckerinckhove
59629,32,59,0,VRED,Vred
59630,32,59,0,WAHAGNIES,Wahagnies
59631,32,59,0,WALINCOURT SELVIGNY,Walincourt-Selvigny
59632,32,59,0,WALLERS,Wallers
59633,32,59,0,WALLERS EN FAGNE,Wallers-en-Fagne
59634,32,59,0,WALLON CAPPEL,Wallon-Cappel
59635,32,59,0,WAMBAIX,Wambaix
59636,32,59,0,WAMBRECHIES,Wambrechies
59637,32,59,0,WANDIGNIES HAMAGE,Wandignies-Hamage
59638,32,59,0,WANNEHAIN,Wannehain
59639,32,59,0,WARGNIES LE GRAND,Wargnies-le-Grand
59640,32,59,0,WARGNIES LE PETIT,Wargnies-le-Petit
59641,32,59,0,WARHEM,Warhem
59642,32,59,0,WARLAING,Warlaing
59643,32,59,0,WARNETON,Warneton
59645,32,59,0,WASNES AU BAC,Wasnes-au-Bac
59646,32,59,0,WASQUEHAL,Wasquehal
59647,32,59,0,WATTEN,Watten
59648,32,59,0,WATTIGNIES,Wattignies
59649,32,59,0,WATTIGNIES LA VICTOIRE,Wattignies-la-Victoire
59650,32,59,0,WATTRELOS,Wattrelos
59651,32,59,0,WAVRECHAIN SOUS DENAIN,Wavrechain-sous-Denain
59652,32,59,0,WAVRECHAIN SOUS FAULX,Wavrechain-sous-Faulx
59653,32,59,0,WAVRIN,Wavrin
59654,32,59,0,WAZIERS,Waziers
59655,32,59,0,WEMAERS CAPPEL,Wemaers-Cappel
59656,32,59,0,WERVICQ SUD,Wervicq-Sud
59657,32,59,0,WEST CAPPEL,West-Cappel
59658,32,59,0,WICRES,Wicres
59659,32,59,0,WIGNEHIES,Wignehies
59660,32,59,0,WILLEMS,Willems
59661,32,59,0,WILLIES,Willies
59662,32,59,0,WINNEZEELE,Winnezeele
59663,32,59,0,WORMHOUT,Wormhout
59664,32,59,0,WULVERDINGHE,Wulverdinghe
59665,32,59,0,WYLDER,Wylder
59666,32,59,0,ZEGERSCAPPEL,Zegerscappel
59667,32,59,0,ZERMEZEELE,Zermezeele
59668,32,59,0,ZUYDCOOTE,Zuydcoote
59669,32,59,0,ZUYTPEENE,Zuytpeene
59670,32,59,0,DON,Don
60001,32,60,1,ABANCOURT,Abancourt
60002,32,60,1,ABBECOURT,Abbecourt
60003,32,60,1,ABBEVILLE SAINT LUCIEN,Abbeville-Saint-Lucien
60004,32,60,1,ACHY,Achy
60005,32,60,1,ACY EN MULTIEN,Acy-en-Multien
60006,32,60,4,AGEUX,Ageux
60007,32,60,1,AGNETZ,Agnetz
60008,32,60,1,AIRION,Airion
60009,32,60,1,ALLONNE,Allonne
60010,32,60,1,AMBLAINVILLE,Amblainville
60011,32,60,1,AMY,Amy
60012,32,60,1,ANDEVILLE,Andeville
60013,32,60,1,ANGICOURT,Angicourt
60014,32,60,1,ANGIVILLERS,Angivillers
60015,32,60,1,ANGY,Angy
60016,32,60,1,ANSACQ,Ansacq
60017,32,60,1,ANSAUVILLERS,Ansauvillers
60019,32,60,1,ANTHEUIL PORTES,Antheuil-Portes
60020,32,60,1,ANTILLY,Antilly
60021,32,60,1,APPILLY,Appilly
60022,32,60,1,APREMONT,Apremont
60023,32,60,1,ARMANCOURT,Armancourt
60024,32,60,1,ARSY,Arsy
60025,32,60,1,ATTICHY,Attichy
60026,32,60,1,AUCHY LA MONTAGNE,Auchy-la-Montagne
60027,32,60,1,AUGER SAINT VINCENT,Auger-Saint-Vincent
60028,32,60,1,AUMONT EN HALATTE,Aumont-en-Halatte
60029,32,60,1,AUNEUIL,Auneuil
60030,32,60,1,AUTEUIL,Auteuil
60031,32,60,1,AUTHEUIL EN VALOIS,Autheuil-en-Valois
60032,32,60,1,AUTRECHES,Autrêches
60033,32,60,1,AVILLY SAINT LEONARD,Avilly-Saint-Léonard
60034,32,60,1,AVRECHY,Avrechy
60035,32,60,1,AVRICOURT,Avricourt
60036,32,60,1,AVRIGNY,Avrigny
60037,32,60,0,BABOEUF,Babœuf
60039,32,60,0,BACOUEL,Bacouël
60040,32,60,0,BAILLEUL LE SOC,Bailleul-le-Soc
60041,32,60,0,BAILLEUL SUR THERAIN,Bailleul-sur-Thérain
60042,32,60,0,BAILLEVAL,Bailleval
60043,32,60,0,BAILLY,Bailly
60044,32,60,0,BALAGNY SUR THERAIN,Balagny-sur-Thérain
60045,32,60,0,BARBERY,Barbery
60046,32,60,0,BARGNY,Bargny
60047,32,60,0,BARON,Baron
60048,32,60,0,BAUGY,Baugy
60049,32,60,0,BAZANCOURT,Bazancourt
60050,32,60,0,BAZICOURT,Bazicourt
60051,32,60,0,BEAUDEDUIT,Beaudéduit
60052,32,60,0,BEAUGIES SOUS BOIS,Beaugies-sous-Bois
60053,32,60,0,BEAULIEU LES FONTAINES,Beaulieu-les-Fontaines
60054,32,60,4,HAUTS TALICAN,Hauts-Talican
60055,32,60,0,BEAURAINS LES NOYON,Beaurains-lès-Noyon
60056,32,60,0,BEAUREPAIRE,Beaurepaire
60057,32,60,0,BEAUVAIS,Beauvais
60058,32,60,0,BEAUVOIR,Beauvoir
60059,32,60,0,BEHERICOURT,Béhéricourt
60060,32,60,0,BELLE EGLISE,Belle-Église
60061,32,60,0,BELLOY,Belloy
60062,32,60,0,BERLANCOURT,Berlancourt
60063,32,60,0,BERNEUIL EN BRAY,Berneuil-en-Bray
60064,32,60,0,BERNEUIL SUR AISNE,Berneuil-sur-Aisne
60065,32,60,0,BERTHECOURT,Berthecourt
60066,32,60,0,BETHANCOURT EN VALOIS,Béthancourt-en-Valois
60067,32,60,0,BETHISY SAINT MARTIN,Béthisy-Saint-Martin
60068,32,60,0,BETHISY SAINT PIERRE,Béthisy-Saint-Pierre
60069,32,60,0,BETZ,Betz
60070,32,60,0,BIENVILLE,Bienville
60071,32,60,0,BIERMONT,Biermont
60072,32,60,0,BITRY,Bitry
60073,32,60,0,BLACOURT,Blacourt
60074,32,60,0,BLAINCOURT LES PRECY,Blaincourt-lès-Précy
60075,32,60,0,BLANCFOSSE,Blancfossé
60076,32,60,0,BLARGIES,Blargies
60077,32,60,0,BLICOURT,Blicourt
60078,32,60,0,BLINCOURT,Blincourt
60079,32,60,0,BOISSY FRESNOY,Boissy-Fresnoy
60081,32,60,0,BONLIER,Bonlier
60082,32,60,0,BONNEUIL LES EAUX,Bonneuil-les-Eaux
60083,32,60,0,BONNEUIL EN VALOIS,Bonneuil-en-Valois
60084,32,60,0,BONNIERES,Bonnières
60085,32,60,0,BONVILLERS,Bonvillers
60086,32,60,0,BORAN SUR OISE,Boran-sur-Oise
60087,32,60,0,BOREST,Borest
60088,32,60,0,BORNEL,Bornel
60089,32,60,0,BOUBIERS,Boubiers
60090,32,60,0,BOUCONVILLERS,Bouconvillers
60091,32,60,0,BOUILLANCY,Bouillancy
60092,32,60,0,BOULLARRE,Boullarre
60093,32,60,0,BOULOGNE LA GRASSE,Boulogne-la-Grasse
60094,32,60,0,BOURSONNE,Boursonne
60095,32,60,0,BOURY EN VEXIN,Boury-en-Vexin
60097,32,60,0,BOUTENCOURT,Boutencourt
60098,32,60,0,BOUVRESSE,Bouvresse
60099,32,60,0,BRAISNES SUR ARONDE,Braisnes-sur-Aronde
60100,32,60,0,BRASSEUSE,Brasseuse
60101,32,60,0,BREGY,Brégy
60102,32,60,0,BRENOUILLE,Brenouille
60103,32,60,0,BRESLES,Bresles
60104,32,60,0,BRETEUIL,Breteuil
60105,32,60,0,BRETIGNY,Brétigny
60106,32,60,0,BREUIL LE SEC,Breuil-le-Sec
60107,32,60,0,BREUIL LE VERT,Breuil-le-Vert
60108,32,60,0,BRIOT,Briot
60109,32,60,0,BROMBOS,Brombos
60110,32,60,0,BROQUIERS,Broquiers
60111,32,60,0,BROYES,Broyes
60112,32,60,0,BRUNVILLERS LA MOTTE,Brunvillers-la-Motte
60113,32,60,0,BUCAMPS,Bucamps
60114,32,60,0,BUICOURT,Buicourt
60115,32,60,0,BULLES,Bulles
60116,32,60,0,BURY,Bury
60117,32,60,0,BUSSY,Bussy
60118,32,60,0,CAISNES,Caisnes
60119,32,60,0,CAMBRONNE LES RIBECOURT,Cambronne-lès-Ribécourt
60120,32,60,0,CAMBRONNE LES CLERMONT,Cambronne-lès-Clermont
60121,32,60,0,CAMPAGNE,Campagne
60122,32,60,0,CAMPEAUX,Campeaux
60123,32,60,0,CAMPREMY,Campremy
60124,32,60,0,CANDOR,Candor
60125,32,60,0,CANLY,Canly
60126,32,60,0,CANNECTANCOURT,Cannectancourt
60127,32,60,0,CANNY SUR MATZ,Canny-sur-Matz
60128,32,60,0,CANNY SUR THERAIN,Canny-sur-Thérain
60129,32,60,0,CARLEPONT,Carlepont
60130,32,60,0,CATENOY,Catenoy
60131,32,60,0,CATHEUX,Catheux
60132,32,60,0,CATIGNY,Catigny
60133,32,60,0,CATILLON FUMECHON,Catillon-Fumechon
60134,32,60,0,CAUFFRY,Cauffry
60135,32,60,0,CAUVIGNY,Cauvigny
60136,32,60,0,CEMPUIS,Cempuis
60137,32,60,0,CERNOY,Cernoy
60138,32,60,0,CHAMANT,Chamant
60139,32,60,0,CHAMBLY,Chambly
60140,32,60,0,CHAMBORS,Chambors
60141,32,60,0,CHANTILLY,Chantilly
60142,32,60,3,CHAPELLE EN SERVAL,Chapelle-en-Serval
60143,32,60,0,CHAUMONT EN VEXIN,Chaumont-en-Vexin
60144,32,60,0,CHAVENCON,Chavençon
60145,32,60,0,CHELLES,Chelles
60146,32,60,0,CHEPOIX,Chepoix
60147,32,60,0,CHEVINCOURT,Chevincourt
60148,32,60,0,CHEVREVILLE,Chèvreville
60149,32,60,0,CHEVRIERES,Chevrières
60150,32,60,0,CHIRY OURSCAMP,Chiry-Ourscamp
60151,32,60,0,CHOISY AU BAC,Choisy-au-Bac
60152,32,60,0,CHOISY LA VICTOIRE,Choisy-la-Victoire
60153,32,60,0,CHOQUEUSE LES BENARDS,Choqueuse-les-Bénards
60154,32,60,0,CINQUEUX,Cinqueux
60155,32,60,0,CIRES LES MELLO,Cires-lès-Mello
60156,32,60,0,CLAIROIX,Clairoix
60157,32,60,0,CLERMONT,Clermont
60158,32,60,0,COIVREL,Coivrel
60159,32,60,0,COMPIEGNE,Compiègne
60160,32,60,0,CONCHY LES POTS,Conchy-les-Pots
60161,32,60,0,CONTEVILLE,Conteville
60162,32,60,0,CORBEIL CERF,Corbeil-Cerf
60163,32,60,0,CORMEILLES,Cormeilles
60164,32,60,2,COUDRAY SAINT GERMER,Coudray-Saint-Germer
60165,32,60,2,COUDRAY SUR THELLE,Coudray-sur-Thelle
60166,32,60,0,COUDUN,Coudun
60167,32,60,0,COULOISY,Couloisy
60168,32,60,0,COURCELLES EPAYELLES,Courcelles-Epayelles
60169,32,60,0,COURCELLES LES GISORS,Courcelles-lès-Gisors
60170,32,60,0,COURTEUIL,Courteuil
60171,32,60,0,COURTIEUX,Courtieux
60172,32,60,0,COYE LA FORET,Coye-la-Forêt
60173,32,60,0,CRAMOISY,Cramoisy
60174,32,60,0,CRAPEAUMESNIL,Crapeaumesnil
60175,32,60,0,CREIL,Creil
60176,32,60,0,CREPY EN VALOIS,Crépy-en-Valois
60177,32,60,0,CRESSONSACQ,Cressonsacq
60178,32,60,0,CREVECOEUR LE GRAND,Crèvecœur-le-Grand
60179,32,60,0,CREVECOEUR LE PETIT,Crèvecœur-le-Petit
60180,32,60,0,CRILLON,Crillon
60181,32,60,0,CRISOLLES,Crisolles
60182,32,60,2,CROCQ,Crocq
60183,32,60,0,CROISSY SUR CELLE,Croissy-sur-Celle
60184,32,60,0,CROUTOY,Croutoy
60185,32,60,0,CROUY EN THELLE,Crouy-en-Thelle
60186,32,60,0,CUIGNIERES,Cuignières
60187,32,60,0,CUIGY EN BRAY,Cuigy-en-Bray
60188,32,60,0,CUISE LA MOTTE,Cuise-la-Motte
60189,32,60,0,CUTS,Cuts
60190,32,60,0,CUVERGNON,Cuvergnon
60191,32,60,0,CUVILLY,Cuvilly
60192,32,60,0,CUY,Cuy
60193,32,60,0,DAMERAUCOURT,Daméraucourt
60194,32,60,0,DARGIES,Dargies
60195,32,60,0,DELINCOURT,Delincourt
60196,32,60,3,DRENNE,Drenne
60197,32,60,0,DIEUDONNE,Dieudonné
60198,32,60,0,DIVES,Dives
60199,32,60,0,DOMELIERS,Doméliers
60200,32,60,0,DOMFRONT,Domfront
60201,32,60,0,DOMPIERRE,Dompierre
60203,32,60,0,DUVY,Duvy
60204,32,60,1,ECUVILLY,Écuvilly
60205,32,60,1,ELENCOURT,Élencourt
60206,32,60,1,ELINCOURT SAINTE MARGUERITE,Élincourt-Sainte-Marguerite
60207,32,60,1,EMEVILLE,Éméville
60208,32,60,1,ENENCOURT LEAGE,Énencourt-Léage
60209,32,60,3,CORNE EN VEXIN,Corne-en-Vexin
60210,32,60,1,EPINEUSE,Épineuse
60211,32,60,1,ERAGNY SUR EPTE,Éragny-sur-Epte
60212,32,60,1,ERCUIS,Ercuis
60213,32,60,1,ERMENONVILLE,Ermenonville
60214,32,60,1,ERNEMONT BOUTAVENT,Ernemont-Boutavent
60215,32,60,1,ERQUERY,Erquery
60216,32,60,1,ERQUINVILLERS,Erquinvillers
60217,32,60,1,ESCAMES,Escames
60218,32,60,1,ESCHES,Esches
60219,32,60,1,ESCLES SAINT PIERRE,Escles-Saint-Pierre
60220,32,60,1,ESPAUBOURG,Espaubourg
60221,32,60,1,ESQUENNOY,Esquennoy
60222,32,60,1,ESSUILES,Essuiles
60223,32,60,1,ESTREES SAINT DENIS,Estrées-Saint-Denis
60224,32,60,1,ETAVIGNY,Étavigny
60225,32,60,1,ETOUY,Étouy
60226,32,60,1,EVE,Ève
60227,32,60,1,EVRICOURT,Évricourt
60228,32,60,0,FAY LES ETANGS,Fay-les-Étangs
60229,32,60,2,FAYEL,Fayel
60230,32,60,2,FAY SAINT QUENTIN,Fay-Saint-Quentin
60231,32,60,0,FEIGNEUX,Feigneux
60232,32,60,0,FERRIERES,Ferrières
60233,32,60,0,FEUQUIERES,Feuquières
60234,32,60,0,FITZ JAMES,Fitz-James
60235,32,60,0,FLAVACOURT,Flavacourt
60236,32,60,0,FLAVY LE MELDEUX,Flavy-le-Meldeux
60237,32,60,0,FLECHY,Fléchy
60238,32,60,0,FLEURINES,Fleurines
60239,32,60,0,FLEURY,Fleury
60240,32,60,0,FONTAINE BONNELEAU,Fontaine-Bonneleau
60241,32,60,0,FONTAINE CHAALIS,Fontaine-Chaalis
60242,32,60,0,FONTAINE LAVAGANNE,Fontaine-Lavaganne
60243,32,60,0,FONTAINE SAINT LUCIEN,Fontaine-Saint-Lucien
60244,32,60,0,FONTENAY TORCY,Fontenay-Torcy
60245,32,60,0,FORMERIE,Formerie
60247,32,60,0,FOUILLEUSE,Fouilleuse
60248,32,60,0,FOUILLOY,Fouilloy
60249,32,60,0,FOULANGUES,Foulangues
60250,32,60,0,FOUQUENIES,Fouquenies
60251,32,60,0,FOUQUEROLLES,Fouquerolles
60252,32,60,0,FOURNIVAL,Fournival
60253,32,60,0,FRANCASTEL,Francastel
60254,32,60,0,FRANCIERES,Francières
60255,32,60,0,FRENICHES,Fréniches
60256,32,60,0,MONTCHEVREUIL,Montchevreuil
60257,32,60,0,FRESNE LEGUILLON,Fresne-Léguillon
60258,32,60,0,FRESNIERES,Fresnières
60259,32,60,0,FRESNOY EN THELLE,Fresnoy-en-Thelle
60260,32,60,0,FRESNOY LA RIVIERE,Fresnoy-la-Rivière
60261,32,60,0,FRESNOY LE LUAT,Fresnoy-le-Luat
60262,32,60,2,FRESTOY VAUX,Frestoy-Vaux
60263,32,60,0,FRETOY LE CHATEAU,Frétoy-le-Château
